Nombre;Total;Por mil
PEDRO ADRIAN;119;0,006
RICARDO RAFAEL;119;0,006
YAREY;119;0,006
YOUCEF;119;0,006
AGUSTIN LUIS;118;0,006
ALEXIS MANUEL;118;0,006
ALONSO JESUS;118;0,006
ANTONIO ELIAS;118;0,006
ANTONIO SANTOS;118;0,006
DANIEL SEBASTIAN;118;0,006
DANIELE;118;0,006
EMILIO ALEJANDRO;118;0,006
ENRIQUE IGNACIO;118;0,006
GONÇAL;118;0,006
HERIBERT;118;0,006
IKER JAVIER;118;0,006
JOEL DAVID;118;0,006
LEONARDO ANTONIO;118;0,006
LOIC;118;0,006
LUIS FABIAN;118;0,006
MELCIOR;118;0,006
NOAM;118;0,006
OLAU;118;0,006
PASCUAL JESUS;118;0,006
RUI;118;0,006
AGUSTIN RAMON;117;0,006
ALEJANDRO SALVADOR;117;0,006
CHRISTOFER;117;0,006
DEMBA;117;0,006
ENRIQUE JORGE;117;0,006
FABRIZIO;117;0,006
HARRI;117;0,006
JAYDEN;117;0,006
JOAN JORDI;117;0,006
JOSE AARON;117;0,006
JOSE CONSTANTINO;117;0,006
JOSEP ANDREU;117;0,006
JUAN LEONARDO;117;0,006
JULIAN ENRIQUE;117;0,006
LUIS SANTOS;117;0,006
MIGUEL JULIAN;117;0,006
MIGUEL MARTIN;117;0,006
NESTOR JAVIER;117;0,006
RONALDO;117;0,006
RUBEN IVAN;117;0,006
SALEM;117;0,006
YAHEL;117;0,006
YEIKO;117;0,006
AARON DAVID;116;0,006
ADEXE;116;0,006
ALBERTE;116;0,006
ALEJANDRO JOAQUIN;116;0,006
ALLAN;116;0,006
ANTIDIO;116;0,006
ARTURO MIGUEL;116;0,006
CRISTIAN LUIS;116;0,006
DAGOBERTO;116;0,006
DAREN;116;0,006
DIMITRI;116;0,006
EDUARDO GABRIEL;116;0,006
EL MILOUD;116;0,006
FERNANDO EMILIO;116;0,006
GUILLERMO DAVID;116;0,006
IDRISS;116;0,006
JESUS ARMANDO;116;0,006
JESUS ERNESTO;116;0,006
JONATAN JESUS;116;0,006
JOSE DELFIN;116;0,006
JUAN LEANDRO;116;0,006
LUCAS DANIEL;116;0,006
LUIS SERGIO;116;0,006
MAHDI;116;0,006
MANUEL MATIAS;116;0,006
MARCO ALEJANDRO;116;0,006
MARCOS ENRIQUE;116;0,006
MARCOS GABRIEL;116;0,006
MATIAS JESUS;116;0,006
OSCAR ALFREDO;116;0,006
SIRAJ;116;0,006
THIERRY;116;0,006
VICTOR ADRIAN;116;0,006
YONE;116;0,006
YOSEF;116;0,006
ALBERTO EDUARDO;115;0,006
ALEJANDRO ANGEL;115;0,006
ALFONSO EDUARDO;115;0,006
AMAIUR;115;0,006
ANGEL BERNARDO;115;0,006
ARTURO FRANCISCO;115;0,006
CARLOS ISIDRO;115;0,006
CRISTIAN EDUARDO;115;0,006
DAVID JORGE;115;0,006
ELMER;115;0,006
ESTEBAN MIGUEL;115;0,006
EUGENIO MIGUEL;115;0,006
JESUS MOISES;115;0,006
JORDI LLUIS;115;0,006
LUCAS ANTONIO;115;0,006
MANUEL ALEXIS;115;0,006
MANUEL CESAR;115;0,006
PABLO EUGENIO;115;0,006
PEDRO ALEXIS;115;0,006
RAYMOND;115;0,006
VITALIANO;115;0,006
WILLIAMS;115;0,006
YAHIA;115;0,006
YANIS;115;0,006
ANDEKA;114;0,006
ANTONIO ROMAN;114;0,006
ASIEL;114;0,006
BASILIO JOSE;114;0,006
CARLOS OMAR;114;0,006
CESAR RAMON;114;0,006
DIEGO JOAQUIN;114;0,006
DORAMAS;114;0,006
EFRAIM;114;0,006
ELADIO MANUEL;114;0,006
ENRIQUE PABLO;114;0,006
EVANGELINO;114;0,006
FELIPE ANGEL;114;0,006
FELIX VICENTE;114;0,006
FERNANDO RAUL;114;0,006
FRANCISCO SERGIO;114;0,006
FRANCISCO YERAY;114;0,006
GREGORIO LUIS;114;0,006
IGNACIO ENRIQUE;114;0,006
ILDEFONSO JOSE;114;0,006
JORDI XAVIER;114;0,006
JOSE BRAULIO;114;0,006
JOSE GILBERTO;114;0,006
MANUEL ELIAS;114;0,006
MARCELINO JOSE;114;0,006
OLAI;114;0,006
PATRIK;114;0,006
SANTIAGO TOMAS;114;0,006
TESIFON;114;0,006
VICTOR ALFREDO;114;0,006
VICTOR IVAN;114;0,006
VICTOR MARIANO;114;0,006
ALCIDES;113;0,006
ALESSIO;113;0,006
ALFREDO RAMON;113;0,006
ANDRES JULIAN;113;0,006
FERNANDO FELIX;113;0,006
FERNANDO JULIAN;113;0,006
HANS;113;0,006
HECTOR RAUL;113;0,006
ISRAEL JOSE;113;0,006
JESUS CRISTOBAL;113;0,006
JOAN GABRIEL;113;0,006
JOSE CECILIO;113;0,006
JULIO PEDRO;113;0,006
LUIS MATIAS;113;0,006
MALIK;113;0,006
MARCO ANDRES;113;0,006
MIGUEL ADRIAN;113;0,006
MIGUEL EMILIO;113;0,006
MIGUEL EUGENIO;113;0,006
MIGUEL NICOLAS;113;0,006
MIMUN;113;0,006
PEDRO ELIAS;113;0,006
RAUL CARLOS;113;0,006
SALVADOR RAMON;113;0,006
TOMAS IGNACIO;113;0,006
VICENTE JULIAN;113;0,006
ALEJANDRO IGNACIO;112;0,005
ARMANDO MANUEL;112;0,005
CLAUDIO JAVIER;112;0,005
DAVID PEDRO;112;0,005
DAVID SEBASTIAN;112;0,005
EBER;112;0,005
EDUARDO TOMAS;112;0,005
ENRIQUE ANDRES;112;0,005
FEDERICO LUIS;112;0,005
FELIX ALEJANDRO;112;0,005
FERMIN ANTONIO;112;0,005
GERARDO LUIS;112;0,005
HECTOR IVAN;112;0,005
JAVIER ESTEBAN;112;0,005
JAVIER RICARDO;112;0,005
JESUS ELOY;112;0,005
JOAN BAUTISTA;112;0,005
JORGE OSCAR;112;0,005
JOSE AMABLE;112;0,005
JUAN ROQUE;112;0,005
JUAN SAMUEL;112;0,005
MARCO JESUS;112;0,005
MAXIMO ANTONIO;112;0,005
MIGUEL DANIEL;112;0,005
MIGUEL LORENZO;112;0,005
MOHAMMED AMINE;112;0,005
OMAR JOSE;112;0,005
PAULINO JOSE;112;0,005
RAFAEL AGUSTIN;112;0,005
RAFAEL DANIEL;112;0,005
RAICO;112;0,005
RICARDO ALFONSO;112;0,005
SANTIAGO PEDRO;112;0,005
TEOLINDO;112;0,005
VINCENT;112;0,005
XULIO;112;0,005
AGUSTIN JUAN;111;0,005
ALEXIS JAVIER;111;0,005
CAMIL;111;0,005
CARLOS GERMAN;111;0,005
CRISOSTOMO;111;0,005
DANIEL RAFAEL;111;0,005
DANIEL SALVADOR;111;0,005
DAVID GABRIEL;111;0,005
DAVID RICARDO;111;0,005
EDUARDO ALFONSO;111;0,005
EVARISTO JOSE;111;0,005
FRANCISCO AURELIO;111;0,005
FRANCISCO VICTOR;111;0,005
GABRIEL JUAN;111;0,005
GREGORIO MIGUEL;111;0,005
JORGE ANIBAL;111;0,005
JORGE JAIME;111;0,005
LUR;111;0,005
MARKOS;111;0,005
MARTIN LUIS;111;0,005
MATIAS ALEJANDRO;111;0,005
MAURICIO JOSE;111;0,005
MIGUEL RICARDO;111;0,005
MIRKO;111;0,005
NICOLAS ALBERTO;111;0,005
OCTAVIO JOSE;111;0,005
ORTZI;111;0,005
PABLO ROBERTO;111;0,005
RENZO;111;0,005
SINAI;111;0,005
YONAY;111;0,005
YUSUF;111;0,005
ABDELKHALEK;110;0,005
AGUSTIN VICENTE;110;0,005
ALEX JAVIER;110;0,005
AMJAD;110;0,005
ASUR;110;0,005
BENEHARO;110;0,005
CARLOS GREGORIO;110;0,005
CARLOS PATRICIO;110;0,005
FLORES;110;0,005
FRANCISCO AMADOR;110;0,005
GONZALO ANDRES;110;0,005
ISAAC ANTONIO;110;0,005
ISAAC JESUS;110;0,005
JAIME DANIEL;110;0,005
JOSE GIL;110;0,005
JOSE MAXIMO;110;0,005
JOSE OLIVER;110;0,005
JOSE SERAFIN;110;0,005
JUAN EVANGELISTA;110;0,005
JULIAN PEDRO;110;0,005
MANUEL PASCUAL;110;0,005
MOHAMMED AMIN;110;0,005
SOFIANE;110;0,005
SOUHAIL;110;0,005
AITOR JAVIER;109;0,005
ANDRES ALFONSO;109;0,005
ANDROS;109;0,005
AOMAR;109;0,005
DANIEL ADRIAN;109;0,005
EDGAR MANUEL;109;0,005
EMILIO ANDRES;109;0,005
ERICO;109;0,005
FELIX DANIEL;109;0,005
FELIX EDUARDO;109;0,005
FELIX PEDRO;109;0,005
FIDEL ANTONIO;109;0,005
IVON;109;0,005
JESUS CESAR;109;0,005
JESUS JOSE MARIA;109;0,005
JOSE BERNARDINO;109;0,005
JUAN ALEXANDER;109;0,005
JUAN AMADOR;109;0,005
JUAN CRISOSTOMO;109;0,005
MODESTO JOSE;109;0,005
MOISES JESUS;109;0,005
NAOUFAL;109;0,005
SANTOS JAVIER;109;0,005
ALBERTO SANTIAGO;108;0,005
ALVARO ALEJANDRO;108;0,005
ALVARO NICOLAS;108;0,005
ANGEL ARTURO;108;0,005
ANTONIO ERNESTO;108;0,005
BAYRON;108;0,005
CRISTIAN GABRIEL;108;0,005
DANIEL TOMAS;108;0,005
DAVID FELIPE;108;0,005
EDUARDO JOAQUIN;108;0,005
ENRIQUE TOMAS;108;0,005
ERWIN;108;0,005
FADI;108;0,005
FLORENCIO JOSE;108;0,005
FRANCHO;108;0,005
FRANCISCO BENITO;108;0,005
FRANCISCO JERONIMO;108;0,005
HILARI;108;0,005
JESUS ARTURO;108;0,005
JORGE OMAR;108;0,005
JUAN DIONISIO;108;0,005
JUAN SERAFIN;108;0,005
MIGUEL ARTURO;108;0,005
NAYIM;108;0,005
PABLO SALVADOR;108;0,005
PEDRO CELESTINO;108;0,005
PEDRO RUBEN;108;0,005
RADOUANE;108;0,005
RAFAEL DOMINGO;108;0,005
RAFAEL RICARDO;108;0,005
STEPHANE;108;0,005
TAYEB;108;0,005
URSICINO;108;0,005
VALERI;108;0,005
VICTOR EUGENIO;108;0,005
YELCO;108;0,005
ABDENBI;107;0,005
ALFREDO CARLOS;107;0,005
ALFREDO ENRIQUE;107;0,005
ANGEL ADRIAN;107;0,005
DOMINGO ALBERTO;107;0,005
DYLAN JOSE;107;0,005
ELIDIO;107;0,005
EMERENCIANO;107;0,005
EMILIO JOAQUIN;107;0,005
HABIB;107;0,005
HECTOR ANDRES;107;0,005
HECTOR FERNANDO;107;0,005
ILIAN;107;0,005
ISACIO;107;0,005
JESUS ELIAS;107;0,005
JOAN ANTONIO;107;0,005
JOAQUIM MARIA;107;0,005
JOSE ROSENDO;107;0,005
JOSEBA XABIER;107;0,005
JUAN ISIDORO;107;0,005
KADDOUR;107;0,005
KEMEN;107;0,005
MANUEL RODRIGO;107;0,005
MARIO VICENTE;107;0,005
NICOLAS MIGUEL;107;0,005
OLEKSANDR;107;0,005
OUSAMA;107;0,005
ABDELOUAHAB;106;0,005
ADRIAN ALEXANDER;106;0,005
ALEC;106;0,005
ALEKSANDER;106;0,005
ALFONSO VICENTE;106;0,005
ANGEL PASCUAL;106;0,005
DANIEL JOAQUIN;106;0,005
DANIEL PEDRO;106;0,005
ELIEL;106;0,005
GELASIO;106;0,005
GERMAN FRANCISCO;106;0,005
GUILLERMO EDUARDO;106;0,005
JOAQUIN ALFONSO;106;0,005
JOHN ALEJANDRO;106;0,005
JORGE ESTEBAN;106;0,005
JULIAN IGNACIO;106;0,005
LUC;106;0,005
LUCAS DAVID;106;0,005
LUIS ALEXIS;106;0,005
LUIS VALENTIN;106;0,005
MARZOUK;106;0,005
MAURICIO ALEJANDRO;106;0,005
NADER;106;0,005
NILS;106;0,005
NUHAZET;106;0,005
OSCAR GABRIEL;106;0,005
RAIMUNDO JOSE;106;0,005
RAYCO JOSE;106;0,005
RUSLAN;106;0,005
SANTIAGO MARTIN;106;0,005
SEBASTIAN MIGUEL;106;0,005
SILVIANO;106;0,005
UR;106;0,005
ZAKARIAE;106;0,005
ALIOU;105;0,005
ANTONIO MATEO;105;0,005
APOLO;105;0,005
ARMINDO;105;0,005
CHRISTIAN FERNANDO;105;0,005
EDISON JAVIER;105;0,005
ENRIQUE GABRIEL;105;0,005
ESAUL;105;0,005
HUGO JESUS;105;0,005
ILAN;105;0,005
JACOBO JOSE;105;0,005
JOSE ALBINO;105;0,005
JOSE BRUNO;105;0,005
JUAN ELADIO;105;0,005
KELIAN;105;0,005
LUIS BORJA;105;0,005
LUIS RAMIRO;105;0,005
MARIO JUAN;105;0,005
OSCAR SANTIAGO;105;0,005
XANET;105;0,005
ALEXI;104;0,005
ALFONSO DANIEL;104;0,005
ALGUER;104;0,005
ANDRES NICOLAS;104;0,005
APARICIO;104;0,005
ARTURO ANTONIO;104;0,005
BERNARDO LUIS;104;0,005
CELIO;104;0,005
DARIO MANUEL;104;0,005
ENRIQUE SANTIAGO;104;0,005
ESTIVEN;104;0,005
FUAD;104;0,005
GABRIEL DAVID;104;0,005
GERMAN ANDRES;104;0,005
IGNACIO NICOLAS;104;0,005
IVAN ALBERTO;104;0,005
JESUS YERAY;104;0,005
JOSE ANASTASIO;104;0,005
JOSE HIPOLITO;104;0,005
JOSEP ANTONIO;104;0,005
LUIS PATRICIO;104;0,005
MANUEL JACINTO;104;0,005
MANUEL JERONIMO;104;0,005
MARCELO JAVIER;104;0,005
MARCO TULIO;104;0,005
MARIO ALFONSO;104;0,005
NORBERTO JOSE;104;0,005
PEDRO FERMIN;104;0,005
RAMON ALFONSO;104;0,005
RAYYAN;104;0,005
RIDUAN;104;0,005
ROGELIO JOSE;104;0,005
RUBEN EDUARDO;104;0,005
RUBEN MIGUEL;104;0,005
SADURNI;104;0,005
SAMY;104;0,005
SEBASTIAN DAVID;104;0,005
XAIME;104;0,005
YOSEBA;104;0,005
ALEIXO;103;0,005
ANGEL CRISTOBAL;103;0,005
AYTHAMY;103;0,005
BALDIRI;103;0,005
BLADIMIR;103;0,005
CARMELO FRANCISCO;103;0,005
CLAUDIO JESUS;103;0,005
CRISTOBAL FRANCISCO;103;0,005
DANIEL PABLO;103;0,005
EDGAR ANTONIO;103;0,005
EVANGELISTA;103;0,005
EYDEN;103;0,005
GERARDO JAVIER;103;0,005
HUGO ENRIQUE;103;0,005
IGNACIO PEDRO;103;0,005
JESE;103;0,005
JOAQUIN EDUARDO;103;0,005
JOAQUIN TOMAS;103;0,005
KILIAN JOSE;103;0,005
LLORENS;103;0,005
LUIS FIDEL;103;0,005
LUIS ROMAN;103;0,005
MARIANO MIGUEL;103;0,005
MIGUEL ALFREDO;103;0,005
MIGUEL SEBASTIAN;103;0,005
MITXEL;103;0,005
MOR;103;0,005
OSCAR MARIO;103;0,005
OXEL;103;0,005
PRISCILIANO;103;0,005
REGULO;103;0,005
SALEH;103;0,005
SIDI;103;0,005
TOMAS CARLOS;103;0,005
AARON MANUEL;102;0,005
ABIMAEL;102;0,005
ALBERTO JORGE;102;0,005
ALEJANDRO PEDRO;102;0,005
ALEJANDRO SEBASTIAN;102;0,005
ALONSO JAVIER;102;0,005
ANTONI JOAN;102;0,005
ANTONIO AUGUSTO;102;0,005
ANTONIO ELOY;102;0,005
ARETX;102;0,005
BENJAMIN JOSE;102;0,005
BRANDAN;102;0,005
CRISTHIAN DAVID;102;0,005
CRISTO DAVID;102;0,005
DANIEL ARTURO;102;0,005
DANIEL EMILIO;102;0,005
DANIEL MARTIN;102;0,005
DIONISIO JOSE;102;0,005
FELIX RAFAEL;102;0,005
GINES ANTONIO;102;0,005
GIOVANI;102;0,005
GONZALO RAFAEL;102;0,005
HASIER;102;0,005
HELDER;102;0,005
HUMBERTO JOSE;102;0,005
JORDI RAMON;102;0,005
LUCAS MIGUEL;102;0,005
LUIS OSWALDO;102;0,005
MAURILIO;102;0,005
NICOLAS MARIA;102;0,005
PEDRO ALONSO;102;0,005
RUIMAN;102;0,005
SEGUNDO JOSE;102;0,005
ABDERRAZZAK;101;0,005
ANGEL RODRIGO;101;0,005
ANSELMO JOSE;101;0,005
ARIDAY;101;0,005
BERNARDO FRANCISCO;101;0,005
BLAS MIGUEL;101;0,005
CARLOS ISMAEL;101;0,005
CHEDEY;101;0,005
CONSTANTIN;101;0,005
EDDIE;101;0,005
EDGAR JOSE;101;0,005
EDUARDO IGNACIO;101;0,005
FEDERICO MIGUEL;101;0,005
FERNANDO SALVADOR;101;0,005
FRANCISCO CESAR;101;0,005
GUSTAVO ALEXIS;101;0,005
IGNACIO JOAQUIN;101;0,005
IGNACIO TOMAS;101;0,005
IZAI;101;0,005
JAVIER ALFREDO;101;0,005
JHOAN SEBASTIAN;101;0,005
JOSE ALEJO;101;0,005
JOSE CIPRIANO;101;0,005
JUAN IVAN;101;0,005
JUAN VENTURA;101;0,005
JUSTO LUIS;101;0,005
MANOEL;101;0,005
MIGUEL FELIX;101;0,005
NAPOLEON;101;0,005
OSCAR MARIA;101;0,005
PABLO IVAN;101;0,005
PEDRO OSCAR;101;0,005
RICHAR;101;0,005
SAFWAN;101;0,005
SERGIO NICOLAS;101;0,005
THOR;101;0,005
TIAN;101;0,005
ALEJANDRO PABLO;100;0,005
ALFREDO JUAN;100;0,005
ALVARO ANGEL;100;0,005
ANSELM;100;0,005
AURELIO ANTONIO;100;0,005
CARLOS JOEL;100;0,005
CARLOS VALENTIN;100;0,005
DACIO;100;0,005
DOMINGOS;100;0,005
GABRIEL IGNACIO;100;0,005
JAIRO ANTONIO;100;0,005
JOSE PLACIDO;100;0,005
JUAN DARIO;100;0,005
JUAN RAMIRO;100;0,005
JULIO ALFREDO;100;0,005
KEPA MIRENA;100;0,005
LAZARO JESUS;100;0,005
LUCAS GABRIEL;100;0,005
MANUEL ISAAC;100;0,005
MAURICIO JAVIER;100;0,005
OSCAR JULIAN;100;0,005
PABLO GUILLERMO;100;0,005
PUBLIO;100;0,005
RAFAEL EUGENIO;100;0,005
RAI;100;0,005
SAMUEL FRANCISCO;100;0,005
TOMAS JUAN;100;0,005
VICENT JOSEP;100;0,005
VICENTE PABLO;100;0,005
VICENTE SANTIAGO;100;0,005
ADAL;99;0,005
AGUSTIN FERNANDO;99;0,005
ALEX FERNANDO;99;0,005
ALVARO RAMON;99;0,005
ANDRES PEDRO;99;0,005
ANTON MARIA;99;0,005
ANTONIO AURELIO;99;0,005
ARNOLD;99;0,005
CARLOS ANIBAL;99;0,005
CARLOS HERNAN;99;0,005
CHAIB;99;0,005
CRISTOBAL MIGUEL;99;0,005
DOUGLAS;99;0,005
DYLAN ALEJANDRO;99;0,005
ELISEU;99;0,005
FELIPE ALEJANDRO;99;0,005
GEDEON;99;0,005
GUILLERMO RAMON;99;0,005
IÑIGO JOSE;99;0,005
JON KOLDOBIKA;99;0,005
JOSE AMADO;99;0,005
JOSE ANTOLIN;99;0,005
JUST;99;0,005
KELVIN;99;0,005
KHADIM;99;0,005
LLATZER;99;0,005
LUIGI;99;0,005
LUIS ISMAEL;99;0,005
MANUEL MATEO;99;0,005
MANUEL ROMAN;99;0,005
PEDRO ADOLFO;99;0,005
PEDRO CARMELO;99;0,005
SERGIO ANGEL;99;0,005
SERGIO PABLO;99;0,005
YEICO;99;0,005
ALEX DANIEL;98;0,005
ANGEL GUSTAVO;98;0,005
ANTONIO FEDERICO;98;0,005
ASENCIO;98;0,005
BLAS FRANCISCO;98;0,005
CESAR IVAN;98;0,005
CESAR VICENTE;98;0,005
EDSON;98;0,005
EUFEMIANO;98;0,005
GANIX;98;0,005
GERARDO MIGUEL;98;0,005
HELI;98;0,005
HERMINDO;98;0,005
ISIDRO MIGUEL;98;0,005
JACINTO JESUS;98;0,005
JAIRO MANUEL;98;0,005
JAVIER OSCAR;98;0,005
JESUS ISIDRO;98;0,005
JESUS SAMUEL;98;0,005
JOAQUIN DANIEL;98;0,005
JOEL ANTONIO;98;0,005
JUAN PAULINO;98;0,005
LEONARDO ANDRES;98;0,005
LUCAS JESUS;98;0,005
LUCIANO JOSE;98;0,005
LUKE;98;0,005
MARCELO ANTONIO;98;0,005
MAURICIO ANDRES;98;0,005
MIKE;98;0,005
MOHAMADOU;98;0,005
PEDRO VALENTIN;98;0,005
RAUL LUIS;98;0,005
SINFOROSO;98;0,005
STEPHEN;98;0,005
TOUFIK;98;0,005
VICTOR MARIO;98;0,005
ABRAHAM JOSE;97;0,005
ANTONIO ABEL;97;0,005
ARGENTINO;97;0,005
BELAL;97;0,005
CARLES ALBERT;97;0,005
ESTEBAN DAVID;97;0,005
FARES;97;0,005
FERNANDO EDUARDO;97;0,005
FRANCISCO SANTOS;97;0,005
FRANCISCO SIMON;97;0,005
GONZALO ALBERTO;97;0,005
JESUS MATIAS;97;0,005
JOAQUIN EMILIO;97;0,005
JOSE JACOBO;97;0,005
MARTIN ALBERTO;97;0,005
MIGUEL ALEXANDER;97;0,005
MOHSIN;97;0,005
MOISES ANTONIO;97;0,005
MONSEF;97;0,005
NABOR;97;0,005
NESTOR JESUS;97;0,005
NICEFORO;97;0,005
NICOLAS DAVID;97;0,005
PABLO FELIPE;97;0,005
PROCOPIO;97;0,005
RAFAEL JULIAN;97;0,005
RODOLFO JOSE;97;0,005
SERGIO ADRIAN;97;0,005
SERGIO TOMAS;97;0,005
TOMAS ALEJANDRO;97;0,005
VERISIMO;97;0,005
VICTOR PEDRO;97;0,005
ALEJANDRINO;96;0,005
ALFONSO IGNACIO;96;0,005
CONCEPCION;96;0,005
DARYL;96;0,005
DENZEL;96;0,005
DIEGO IVAN;96;0,005
DIEGO TOMAS;96;0,005
EDGARDO;96;0,005
EDUARDO FERNANDO;96;0,005
ELI;96;0,005
EMILIO PEDRO;96;0,005
ETOR;96;0,005
EXIQUIO;96;0,005
FERNANDO ALEJANDRO;96;0,005
FRANÇOIS;96;0,005
GINES FRANCISCO;96;0,005
IVAN RAFAEL;96;0,005
JAIME ANGEL;96;0,005
JOAN SALVADOR;96;0,005
JOSE JAIRO;96;0,005
JULIO TOMAS;96;0,005
KIRAN;96;0,005
MANUEL DARIO;96;0,005
MARCELO DANIEL;96;0,005
MIGUEL IVAN;96;0,005
OSCAR ALFONSO;96;0,005
PABLO CARLOS;96;0,005
SANTOS JOSE;96;0,005
SMAIL;96;0,005
SOLIMAN;96;0,005
ADRIAN LUIS;95;0,005
ALFREDO ANGEL;95;0,005
ANGEL ADOLFO;95;0,005
CARLOS FERMIN;95;0,005
CRISTIAN FRANCISCO;95;0,005
DARIO JESUS;95;0,005
EDU;95;0,005
EFIGENIO;95;0,005
ERNESTO MIGUEL;95;0,005
GARY;95;0,005
GONZALO JUAN;95;0,005
HAIMAR;95;0,005
HASAN;95;0,005
HECTOR JUAN;95;0,005
IGOTZ;95;0,005
JAIRO ANDRES;95;0,005
JALIL;95;0,005
JERICO;95;0,005
JORGE LEONARDO;95;0,005
JOSE AMBROSIO;95;0,005
JOSE VALERIANO;95;0,005
LEANDRE;95;0,005
LEONARDO MANUEL;95;0,005
LUIS CRISTOBAL;95;0,005
LUIS JACINTO;95;0,005
MBAYE;95;0,005
MIGUEL GABRIEL;95;0,005
MOHAMED FADEL;95;0,005
NAWFAL;95;0,005
OSCAR ROBERTO;95;0,005
RAFAEL GUILLERMO;95;0,005
RAY;95;0,005
ROGELIO MANUEL;95;0,005
RUY;95;0,005
SERVILIANO;95;0,005
SUHAR;95;0,005
TOMAS ANDRES;95;0,005
VICTOR ALEXANDER;95;0,005
YVAN;95;0,005
ADNANE;94;0,005
ALEJANDRO SANTIAGO;94;0,005
ALFREDO VICENTE;94;0,005
ANGEL PATRICIO;94;0,005
ANTONIO LUCAS;94;0,005
ANTONY;94;0,005
AYMEN;94;0,005
DANIEL JORGE;94;0,005
ELOY ANTONIO;94;0,005
ERNESTO LUIS;94;0,005
FAROUK;94;0,005
FERNANDO ARTURO;94;0,005
GREGORY;94;0,005
ISAAC DAVID;94;0,005
JAVIER SALVADOR;94;0,005
JORDI ALBERT;94;0,005
JOSE CELSO;94;0,005
JUAN BENIGNO;94;0,005
JULIO JOAQUIN;94;0,005
KEVIN STEVEN;94;0,005
LUCILO;94;0,005
MANUEL GUSTAVO;94;0,005
MARCELO JOSE;94;0,005
MARIO RAUL;94;0,005
MARTIN ANDRES;94;0,005
MELECIO;94;0,005
NICOLAS JUAN;94;0,005
NIKITA;94;0,005
OTHMANE;94;0,005
PASCUAL FRANCISCO;94;0,005
RICARDO FERNANDO;94;0,005
TOMAS RAFAEL;94;0,005
YADEL;94;0,005
AGUSTIN ALBERTO;93;0,005
AITHOR;93;0,005
ALATZ;93;0,005
ALBERTO JULIAN;93;0,005
ALBERTO PABLO;93;0,005
BADREDDINE;93;0,005
DARIAN;93;0,005
DAVID JULIAN;93;0,005
DAVID PABLO;93;0,005
DJAMEL;93;0,005
EHEDEY;93;0,005
FELIX SANTIAGO;93;0,005
FIZ;93;0,005
GIORGIO;93;0,005
GUILLERMO RAFAEL;93;0,005
IGNACIO AGUSTIN;93;0,005
IURGI;93;0,005
JOEL ALEJANDRO;93;0,005
JOSE HERIBERTO;93;0,005
JOSE MAXIMINO;93;0,005
KEVIN ANTONIO;93;0,005
KILIAN JESUS;93;0,005
MICHELE;93;0,005
NOLASCO;93;0,005
OCTAVIO MANUEL;93;0,005
PABLO RICARDO;93;0,005
PEDRO GONZALO;93;0,005
RAFAEL IVAN;93;0,005
TIM;93;0,005
VICTOR SAMUEL;93;0,005
WILLY;93;0,005
XISCO;93;0,005
XOSE LUIS;93;0,005
YEISON;93;0,005
ABRAHAM JESUS;92;0,004
ADRIEN;92;0,004
AGUEDO;92;0,004
AKETX;92;0,004
ALEJANDRO JORGE;92;0,004
AMER;92;0,004
ANGEL DARIO;92;0,004
ANGEL ISIDRO;92;0,004
BABA;92;0,004
BIEITO;92;0,004
CHRISTIAN EDUARDO;92;0,004
CRUZ MARIA;92;0,004
DANIEL ALFREDO;92;0,004
EDWIN ANDRES;92;0,004
ELIAS JESUS;92;0,004
ELYAS;92;0,004
FRANCISCO ISAAC;92;0,004
GREGORIO ANGEL;92;0,004
HADRIAN;92;0,004
JALID;92;0,004
JAVIER JORGE;92;0,004
JESUS AMADOR;92;0,004
JORGE FELIPE;92;0,004
JORGE SEBASTIAN;92;0,004
JOSE ARSENIO;92;0,004
JUAN GASPAR;92;0,004
JUAN JUSTO;92;0,004
LAHOUCINE;92;0,004
MARIANO ANDRES;92;0,004
OCTAVIO JESUS;92;0,004
PABLO MARCELO;92;0,004
PHILIPPE;92;0,004
RICARDO IGNACIO;92;0,004
SANTIAGO ALFONSO;92;0,004
SANTIAGO JOAQUIN;92;0,004
SEBASTIAN JAVIER;92;0,004
SEBASTIAN LUIS;92;0,004
TIZIANO;92;0,004
ALFREDO DAVID;91;0,004
ANDRES RICARDO;91;0,004
ARIDANY;91;0,004
ASEL;91;0,004
DAVID IVAN;91;0,004
DEMOFILO;91;0,004
DIAMANTINO;91;0,004
EFREM;91;0,004
FELIPE RAMON;91;0,004
FERMIN JESUS;91;0,004
HERNAN DARIO;91;0,004
HUGO DAVID;91;0,004
IGNACIO DANIEL;91;0,004
JAMIL;91;0,004
JAVIER DOMINGO;91;0,004
JOAQUIN PABLO;91;0,004
JOSE RENE;91;0,004
LAHSEN;91;0,004
LEANDRO MANUEL;91;0,004
LUIS ISIDRO;91;0,004
LUIS VIDAL;91;0,004
NIDAL;91;0,004
PEDRO GERMAN;91;0,004
RAMON SALVADOR;91;0,004
RICART;91;0,004
SLIMANE;91;0,004
UGO;91;0,004
URKI;91;0,004
XENXO;91;0,004
XOAN CARLOS;91;0,004
YAIR;91;0,004
YAMIL;91;0,004
YVES;91;0,004
ADOLFO MIGUEL;90;0,004
ALEJANDRO EDUARDO;90;0,004
ANGEL GONZALO;90;0,004
ANTONIO SIMON;90;0,004
ARAMIS;90;0,004
ARMENGOL;90;0,004
